Time,Stirrer,pH,DO,CER,OUR,RQ,Kla,Glu
34,500,7.36824,3.71768,22.23,26.46,0.84,114.96,3.54
35,500,7.47994,3.75389,22.09,26.94,0.82,115.45,3.47
36,500,7.64634,3.69979,22.1,27.28,0.81,114.21,3.69
37,500,7.66618,3.3917,21.99,27.84,0.79,113.95,3.87
38,500,7.69655,3.17176,21.86,28.39,0.77,113.42,4.1
39,500,7.62756,3.14437,21.74,27.87,0.78,113.91,4.24
40,500,7.6488,3.2089,21.77,28.27,0.77,112.68,4.17
41,500,7.66432,3.17948,22.03,28.99,0.76,111.67,4.28
42,500,7.69754,6.02566,21.81,29.47,0.74,111.38,4.49
43,500,7.70704,4.98968,21.52,29.89,0.72,111.91,4.65
44,500,7.73466,4.15823,21.14,30.2,0.7,111.02,4.86
45,500,7.75444,3.48881,21.63,30.46,0.71,111.86,5.27
46,500,7.73265,2.72344,21.7,30.14,0.72,110.99,5.22
47,500,7.705,2.71481,21.64,29.64,0.73,110.35,5.14
48,500,7.67639,2.6321,21.78,29.84,0.73,110.12,5.07
49,500,7.73182,2.30512,22.03,29.77,0.74,110.35,5.03
50,500,7.69857,1.86406,21.94,29.65,0.74,109.93,4.9
51,500,7.76402,1.60682,21.72,29.75,0.73,109.21,4.87
52,500,7.82756,1.58914,21.42,29.75,0.72,109.34,4.61
53,500,7.7808,1.43173,21.33,29.63,0.72,108.93,4.55
54,500,7.79152,1.32893,21.22,29.89,0.71,109.72,4.53
55,500,7.79341,1.42015,21.35,29.65,0.72,108.96,4.4
56,500,7.80877,1.40925,21.16,29.8,0.71,108.34,4.45
57,500,7.90067,1.04707,21.38,29.69,0.72,108.64,4.62
58,500,7.86963,0.9381,21.11,29.73,0.71,108.16,4.47
59,500,7.84877,0.9021,21.09,30.13,0.7,107.67,4.42
60,600,7.90001,24.49498,21.94,31.8,0.69,109.93,4.17
61,600,7.93952,13.59372,23.42,34.96,0.67,112.61,4.42
62,600,7.90004,6.77592,23.26,34.21,0.68,116.91,4.47
63,600,7.96078,3.71145,24.93,38.35,0.65,119.68,4.33
64,600,7.90089,4.80025,25.3,38.33,0.66,122.61,4.28
65,600,7.89964,4.67312,24.89,38.29,0.65,122.99,4.14
66,600,7.9006,4.73615,25.35,37.84,0.67,122.15,4.22
67,600,7.95022,4.61293,24.57,37.8,0.65,123.35,4.16
68,600,7.86931,4.68612,24.25,37.89,0.64,122.64,4.16
69,600,7.95106,4.65565,24.94,37.79,0.66,122.34,4.09
70,600,7.96063,4.50281,24.46,37.63,0.65,122.1,3.93
71,600,7.9402,4.66124,24.01,38.11,0.63,121.78,3.82
72,600,7.89932,4.70459,24.79,38.14,0.65,121.45,3.86
73,600,7.94074,4.70803,25.71,38.37,0.67,121.46,3.71
74,600,7.9007,4.79278,25.02,37.91,0.66,120.78,3.63
75,600,7.89877,4.58101,24.5,38.28,0.64,119.99,3.56
76,600,7.8993,4.82943,25.49,38.62,0.66,119.27,3.58
77,600,7.95052,4.70833,24.84,38.22,0.65,118.96,3.53
78,600,7.96974,4.74018,25.37,37.87,0.67,118.72,3.69
79,600,7.96861,4.75413,25.15,38.69,0.65,118.46,3.34
80,600,7.97753,4.72709,24.37,38.08,0.64,117.68,3.31
81,600,7.95922,4.67857,25.19,38.75,0.65,117.39,3.38
82,600,7.92021,4.79269,24.28,38.54,0.63,116.47,3.22
83,600,7.89925,4.69443,24.45,38.2,0.64,115.93,3.2
84,600,7.89989,4.702,24.89,38.89,0.64,115.68,2.91
85,600,7.90063,4.77362,24.45,38.2,0.64,115.23,2.92
86,600,7.90118,4.74336,25.06,38.55,0.65,114.81,2.99
87,600,7.89975,4.78038,24.54,38.34,0.64,114.23,2.87
88,600,7.89981,4.637,25.03,37.92,0.66,113.66,2.88
89,600,7.92057,4.70136,25.01,37.89,0.66,113.41,2.84
90,600,7.89969,4.77646,25.11,38.63,0.65,112.64,2.81
91,600,7.90003,4.40136,25.28,38.3,0.66,111.94,2.84
92,600,7.87981,4.47646,25.39,37.9,0.67,111.54,2.83
93,600,7.899,4.71094,25.19,38.17,0.66,111.45,2.7
94,600,7.9008,4.78552,25.46,38,0.67,110.68,2.71
95,600,7.88869,4.82934,25.5,38.06,0.67,110.78,2.76
96,600,7.90103,4.89116,25.04,38.52,0.65,109.95,2.77
97,600,7.91042,4.8178,25.33,37.81,0.67,109.26,2.67
98,600,7.89958,4.94074,24.73,38.05,0.65,108.82,2.61
99,600,7.92007,4.64074,25.96,38.18,0.68,108.48,2.53
100,600,7.89835,4.73974,25.3,38.33,0.66,108.03,2.5
101,600,7.90175,4.60565,25.13,38.66,0.65,107.61,2.46
102,600,7.89938,4.88577,25.78,38.48,0.67,107.65,2.33
103,600,7.89878,4.82589,25.19,38.75,0.65,107.34,2.22
104,600,7.93017,4.78188,25.4,37.91,0.67,106.6,2.18
105,600,7.95098,4.68503,24.12,38.29,0.63,106.25,2.19
106,600,7.95005,4.84473,24.46,38.22,0.64,105.56,2.03
107,600,7.94003,4.46018,24.55,38.36,0.64,105.31,2.04
108,600,7.97015,4.76941,24.93,37.77,0.66,105.41,2
109,600,7.98004,4.63202,25.04,37.94,0.66,104.38,1.92
110,600,7.99814,4.95823,24.88,38.28,0.65,104.17,1.95
111,600,7.99981,4.77629,25.57,38.16,0.67,103.81,1.87
112,600,7.96022,5.08499,25.12,38.65,0.65,103.05,1.82
113,600,7.97946,5.18007,24.77,38.11,0.65,102.67,1.79
114,600,7.96053,5.08526,25.6,37.65,0.68,102.22,1.64
115,600,7.92993,4.93393,24.82,38.18,0.65,101.92,1.56
116,600,7.97935,4.41911,24.57,38.39,0.64,101.95,1.38
117,600,7.98028,4.49512,24.95,38.38,0.65,101.68,1.44
118,600,7.99847,4.40983,25.33,38.38,0.66,100.51,1.46
119,600,7.99926,4.28234,25.1,38.62,0.65,99.18,1.47
120,600,7.99919,4.32323,25.11,38.63,0.65,97.07,1.36
1,500,4.9881,98.1524,5.75,5.69,1.01,10.65,0.57
2,500,5.00518,92.81212,6.77,6.84,0.99,15.33,0.62
3,500,4.97899,80.49536,7.25,7.25,1,21.64,0.7
4,500,5.02275,64.7841,7.96,7.88,1.01,27.61,0.93
5,500,5.11844,52.79598,8.84,8.5,1.04,33.94,0.95
6,500,5.14717,41.41132,9.56,9.02,1.06,39.11,1.08
7,500,5.04411,29.8663,10.22,9.55,1.07,43.94,1.36
8,500,5.10555,20.6642,10.85,9.95,1.09,48.69,1.58
9,500,4.99315,14.006,11.61,10.85,1.07,50.48,1.6
10,500,5.10112,9.93033,12.15,11.46,1.06,54.34,1.57
11,500,5.04331,7.59064,12.64,11.92,1.06,56.94,1.54
12,500,5.03277,5.95195,13.25,12.62,1.05,58.22,1.7
13,500,5.04481,4.0847,13.83,13.43,1.03,61.02,1.83
14,500,5.1663,2.14622,14.19,13.78,1.03,66.61,2.14
15,500,5.14886,2.21686,15.73,15.42,1.02,70.36,2.13
16,500,5.08282,1.99243,16.62,16.62,1,72.69,2.24
17,500,4.90485,2.28928,16.96,17.13,0.99,78.25,2.37
18,500,4.81705,1.78159,17.96,18.52,0.97,80.91,2.36
19,500,4.80387,1.68956,19.05,20.05,0.95,82.96,2.53
20,500,4.66579,1.78837,20.36,21.89,0.93,85.37,2.5
21,500,4.51243,1.39692,21.92,23.32,0.94,88.47,2.47
22,500,4.31146,1.55361,23.22,25.24,0.92,93.22,2.55
23,500,4.38593,2.56533,22.62,24.86,0.91,99.1,2.59
24,500,4.66491,1.83897,22.72,25.53,0.89,106.2,2.75
25,500,4.82046,1.66355,22.97,25.81,0.89,108.78,2.69
26,500,4.96428,1.48436,22.84,25.95,0.88,109.32,2.78
27,500,5.18918,0.88774,22.15,25.76,0.86,108.66,2.7
28,500,5.44567,1.33442,22.38,26.02,0.86,113.94,2.78
29,500,5.81191,1.52949,22.96,26.39,0.87,113.84,2.82
30,500,6.24369,1.96327,22.39,26.34,0.85,115.36,2.94
31,500,6.72104,1.57987,22.02,26.21,0.84,115.24,3.16
32,500,6.96506,1.46716,21.67,26.43,0.82,115.41,3.28
33,500,7.07493,2.08282,22.03,27.2,0.81,116.99,3.47
34,500,7.32674,2.42954,21.75,27.53,0.79,115.85,3.62
35,500,7.65084,2.35089,21.68,28.16,0.77,115.62,3.6
36,500,7.65515,1.80124,22.31,28.6,0.78,114.67,3.68
37,500,7.70051,2.27466,22.18,29.18,0.76,114.26,3.74
38,500,7.66072,1.83329,22.25,29.28,0.76,114.45,4.33
39,500,7.72697,1.34461,23.02,31.11,0.74,114.17,4.2
40,500,7.65718,1.99905,22.6,31.39,0.72,114.18,4.21
41,500,7.65823,3.22157,22.35,31.48,0.71,114.02,4.32
42,500,7.6301,3.28557,22.25,31.79,0.7,113.5,4.47
43,500,7.72971,2.70547,22.19,31.25,0.71,113.54,4.72
44,500,7.72149,1.66639,22.12,30.3,0.73,112.83,4.8
45,500,7.76411,1.48346,22.79,31.65,0.72,112.52,5.1
46,500,7.72803,1.02774,22.23,30.88,0.72,112.46,5.21
47,500,7.68896,0.80481,22.35,31.48,0.71,112.05,5.13
48,500,7.70902,1.17436,22.26,31.8,0.7,112.02,5.09
49,500,7.76603,1.45836,22.56,31.33,0.72,111.57,5.08
50,500,7.76925,1.56659,22.15,30.76,0.72,111.07,4.92
51,500,7.7971,1.37394,22.41,30.28,0.74,111.21,4.76
52,500,7.85261,1.38327,22.76,31.18,0.73,110.94,4.84
53,500,7.89909,1.21799,22.52,30.03,0.75,111.27,4.52
54,500,7.92161,0.8618,22.75,31.16,0.73,109.4,4.56
55,500,7.90567,1.24858,22.16,30.78,0.72,109.97,4.5
56,500,7.88583,0.79168,22.64,31.44,0.72,109.5,4.49
57,500,7.86493,0.89631,22.91,31.38,0.73,108.2,4.57
58,500,7.84481,0.63947,22.77,31.19,0.73,108.41,4.5
59,500,7.82311,0.90164,22.28,31.38,0.71,108.27,4.56
60,500,7.80264,0.7517,22.53,31.29,0.72,108.98,4.46
61,500,7.79854,0.87589,22.29,31.39,0.71,107.68,4.43
62,500,7.80005,1.34472,22.28,30.11,0.74,108.09,4.56
63,500,7.80038,0.77976,22.02,30.16,0.73,106.76,4.34
64,500,7.74991,1.17112,22.39,31.54,0.71,105.6,4.31
65,500,7.76986,0.94714,22.42,31.58,0.71,106.18,4.3
66,500,7.7986,1.08113,22.51,31.26,0.72,106.44,4.34
67,500,7.80018,0.5747,22.1,30.69,0.72,105.41,4.38
68,500,7.88843,0.42355,22.2,30.83,0.72,105.71,4.24
69,500,7.80035,0.63424,22.23,31.76,0.7,103.71,4.08
70,500,7.79963,0.84348,22.02,31.91,0.69,104.05,3.96
71,500,7.79864,0.94887,22.13,30.74,0.72,103.68,3.94
72,500,7.79951,0.70831,22.01,29.35,0.75,102.73,3.8
73,500,7.77816,0.41098,22.72,31.56,0.72,102.83,3.67
74,500,7.84005,0.72041,22.47,31.21,0.72,101.77,3.77
75,500,7.79868,0.64157,22.48,31.66,0.71,101.54,3.58
76,500,7.79853,0.60589,22.02,31.01,0.71,102.68,3.56
77,500,7.79819,0.28479,22.6,31.39,0.72,101.89,3.6
78,500,7.79912,0.39069,22.26,31.35,0.71,101.56,3.61
79,500,7.86976,0.63687,22.36,31.49,0.71,100.25,3.41
80,500,7.79833,0.37979,22.3,30.97,0.72,99.29,3.31
81,500,7.79909,0.5911,22.24,30.47,0.73,99.59,3.45
82,500,7.89958,0.5193,22.33,31.01,0.72,98.46,3.35
83,500,7.77947,0.60209,22.42,31.14,0.72,98.13,3.18
84,500,7.80074,0.83561,22.71,31.11,0.73,98.39,3.05
85,500,7.82067,0.75882,22.03,30.18,0.73,98.88,3.04
86,500,7.86011,0.39173,22.71,31.54,0.72,97.61,3.09
87,500,7.79881,0.79389,22.21,30.85,0.72,96.41,2.97
88,500,7.79885,0.40336,22.46,31.63,0.71,96.79,2.79
89,500,7.84002,0.68932,23.18,30.91,0.75,96.54,3.01
90,500,7.79812,0.33063,22.27,31.37,0.71,96.27,2.92
91,500,7.84143,0.53396,22.02,31.01,0.71,94.79,2.86
92,500,7.87074,0.56331,22.41,30.7,0.73,94.63,2.88
93,500,7.79927,0.83092,22.13,30.32,0.73,95.63,2.93
94,500,7.79906,0.67914,22.2,31.27,0.71,94.1,2.87
95,500,7.79989,0.42623,22.05,31.96,0.69,94.98,2.97
96,500,7.79912,0.52771,22.22,30.86,0.72,93.31,2.81
97,500,7.7995,0.36841,22.55,31.76,0.71,93.93,2.85
98,500,7.76973,0.48616,22.12,30.72,0.72,93.22,2.75
99,500,7.83106,0.59285,22.32,30.16,0.74,93.05,2.62
100,500,7.7392,0.4871,22.6,31.39,0.72,91.9,2.34
101,500,7.80508,0.59915,22.62,30.16,0.75,91.05,2.57
102,500,7.8273,0.41249,22.39,30.67,0.73,90.48,2.41
103,500,7.85499,0.74741,22.02,31.01,0.71,89.93,2.31
104,500,7.88655,0.49911,22.39,30.26,0.74,90.06,2.15
105,500,7.92814,0.61836,22.94,31,0.74,90.3,2.23
106,500,7.81051,0.48764,22.68,30.65,0.74,89.52,2.2
107,500,7.90843,0.97177,22.29,30.96,0.72,88.43,2.01
108,500,8.00416,0.40542,22.87,31.33,0.73,88.41,2.02
109,500,8.01112,0.40179,22.68,30.65,0.74,88.38,1.97
110,500,8.0022,0.3586,22.92,30.97,0.74,88.06,2.01
111,500,8.00779,0.62193,22.65,30.61,0.74,87.92,1.88
112,500,8.01751,0.53306,22.29,31.39,0.71,88.19,1.97
113,500,8.01968,0.7105,22.51,31.7,0.71,86.15,1.9
114,500,8.01739,0.5715,22.49,31.24,0.72,86.33,1.95
115,500,8.01614,0.5456,22.23,31.31,0.71,86.49,1.7
116,500,8.11341,0.76736,22.05,31.96,0.69,85.59,1.65
117,500,8.01139,0.666,22.01,32.37,0.68,84.41,1.51
118,500,8.02276,0.82458,22.26,31.8,0.7,84.6,1.38
119,500,8.03509,0.60136,22.06,31.97,0.69,83.52,1.41
120,500,8.0445,0.93993,22.59,31.82,0.71,83.61,1.33
1,300,5.08298,99.55295,2.04,2.04,1,11.24,0.47
2,300,5.01066,92.30686,2.78,2.84,0.98,14.45,0.53
3,300,5.03801,84.14453,3.78,3.82,0.99,16.45,0.64
4,300,5.00649,78.67231,4.92,4.92,1,19.62,0.78
5,300,4.99266,67.9822,6.64,6.51,1.02,23.55,0.7
6,300,5.00003,60.69661,8.67,8.34,1.04,27.45,0.94
7,300,5.05145,51.47613,8.9,8.64,1.03,30.94,1.09
8,300,5.08674,46.57899,9.1,8.58,1.06,35.21,1.16
9,300,5.09728,36.55599,9.45,8.67,1.09,37.44,1.36
10,300,5.08598,27.43012,9.53,8.66,1.1,39.14,1.45
11,300,5.06144,17.01606,9.27,8.66,1.07,37.24,1.66
12,300,5.02862,11.39497,9.2,8.76,1.05,34.94,1.65
13,300,5.0378,7.81988,9.03,8.94,1.01,36.45,1.75
14,300,4.9949,5.47483,8.84,9.02,0.98,38.45,1.9
15,300,4.9656,4.63585,8.64,9.09,0.95,37.67,1.97
16,300,4.93179,2.47483,8.53,9.17,0.93,40.57,2.09
17,300,4.8677,1.06076,8.66,9.21,0.94,45.45,2.08
18,300,4.6742,1.6007,8.47,9.31,0.91,49.45,2.17
19,300,4.50425,1.75087,8.42,9.36,0.9,46.54,2.21
20,300,4.51975,1.55469,8.31,9.44,0.88,45.67,2.27
21,300,4.32133,1.30165,8.28,9.52,0.87,46.71,2.34
22,300,4.4516,0.68056,8.24,9.58,0.86,48.51,2.47
23,300,4.25462,1.38151,8.6,9.66,0.89,49.31,2.51
24,300,4.30379,0.24349,8.34,9.7,0.86,52.14,2.51
25,300,4.20998,0.01346,8.32,9.79,0.85,55.13,2.7
26,300,4.29513,0.69141,8.19,9.87,0.83,54.79,2.69
27,300,4.48242,0.34635,8.29,9.99,0.83,56.66,2.67
28,300,4.6256,0.34635,8.37,10.33,0.81,57.45,2.76
29,300,5.02594,0.28533,8.49,10.61,0.8,57.99,2.86
30,300,5.47244,0.28533,8.58,11.29,0.76,58.61,2.95
31,300,6.01282,0.33134,8.91,11.28,0.79,60.17,3.01
32,300,6.41846,0.19332,8.83,11.47,0.77,60.57,3.15
33,300,6.66662,0.19332,8.99,11.83,0.76,63.05,3.23
34,300,6.79929,0.21632,9.03,12.2,0.74,64.12,3.4
35,300,7.07483,0.17031,9.17,12.07,0.76,64.97,3.58
36,300,7.39274,0.23932,9.24,12.32,0.75,65.71,3.61
37,300,7.58168,0.1013,9.21,12.45,0.74,65.79,3.72
38,300,7.71914,0.12431,9.64,12.68,0.76,66.9,3.84
39,300,7.76256,0.12431,9.47,12.97,0.73,67.02,4.06
40,300,7.7063,0.56137,9.44,12.59,0.75,67.61,4.03
41,300,7.79199,0.44635,9.56,12.92,0.74,67.34,4.27
42,300,7.82943,0.51537,9.59,13.14,0.73,67.11,4.23
43,300,7.8936,0.69939,9.7,13.66,0.71,66.73,4.39
44,300,8.01309,0.56137,9.76,13.37,0.73,67.18,4.39
45,300,8.11701,0.56137,9.81,13.44,0.73,67.81,4.49
46,300,8.113,0.44635,9.85,13.31,0.74,68.15,4.46
47,300,8.06656,0.58438,9.81,12.74,0.77,68.91,4.46
48,300,8.09751,0.7454,9.74,12.02,0.81,70.12,4.56
49,300,8.05954,0.21632,9.93,11.82,0.84,70.15,4.52
50,300,7.97614,0.33134,9.71,11.29,0.86,69.87,4.53
51,300,7.88041,0.30833,10.02,11.26,0.89,69.12,4.5
52,300,7.97348,0.12431,10.31,11.46,0.9,69.02,4.8
53,300,8.07506,0.1013,10.37,11.4,0.91,68.79,4.75
54,300,8.11517,0.1783,9.79,11.13,0.88,68.49,4.62
55,300,8.1282,0.1783,9.47,11.01,0.86,69.73,4.64
56,300,8.1021,0.06328,9.52,10.94,0.87,69.15,4.74
57,300,8.10373,0.2013,9.41,10.94,0.86,68.98,4.79
58,300,8.1219,0.14826,10.07,11.44,0.88,68.67,4.77
59,300,8.11293,0.19427,10.19,11.45,0.89,68.45,4.68
60,300,8.1258,0.12526,10.04,11.67,0.86,68.8,4.71
61,300,8.10813,0.05625,10.1,11.88,0.85,69.24,4.56
62,300,8.11934,0.14826,10.13,11.92,0.85,69.57,4.59
63,300,8.10425,0.07925,10.37,11.92,0.87,69.94,4.44
64,300,8.10873,0.05625,10.19,11.99,0.85,70.1,4.32
65,300,8.11094,0.05625,10.02,11.93,0.84,70.21,4.37
66,300,7.8132,0.14826,10.4,11.95,0.87,70.48,4.25
67,300,7.87877,0.14826,10.47,11.9,0.88,70.83,4.24
68,300,7.7944,0.14826,10.58,11.89,0.89,70.41,4.12
69,300,7.88982,0.17127,10.41,11.97,0.87,70.12,4.01
70,300,7.97604,0.14826,10.27,11.94,0.86,70.03,3.95
71,300,7.88103,0.05625,10.19,12.13,0.84,69.78,3.89
72,300,7.81034,0.05877,10.23,12.04,0.85,69.68,3.79
73,300,7.92307,0.12526,10.43,11.99,0.87,69.4,3.68
74,300,7.98637,0.19427,10.37,12.06,0.86,68.89,3.5
75,300,7.91865,0.03325,10.01,12.06,0.83,68.47,3.54
76,300,7.92081,0.07925,10.18,11.98,0.85,68.1,3.4
77,300,8.09499,0.17127,10.36,11.91,0.87,68.37,3.51
78,300,8.11536,0.01024,10.28,11.95,0.86,67.84,3.46
79,300,8.12615,0.01024,10.34,12.02,0.86,67.19,3.36
80,300,8.04837,0.24123,10.49,12.06,0.87,67.01,3.32
81,300,8.07979,0.24123,10.68,12,0.89,67.43,3.29
82,300,8.11533,0.21823,10.61,12.06,0.88,66.97,3.25
83,300,8.11731,0.14922,10.43,12.13,0.86,66.71,3.17
84,300,8.11944,0.21823,10.27,12.08,0.85,66.01,3.09
85,300,8.09068,0.24123,10.8,12.13,0.89,66.25,3.02
86,300,8.10398,0.24123,10.49,12.06,0.87,66.03,2.92
87,300,8.11965,0.10321,10.26,12.07,0.85,65.73,2.94
88,300,8.11937,0.21823,10.2,12.14,0.84,65.47,2.84
89,300,8.12183,0.21823,10.46,12.16,0.86,65.08,2.86
90,300,8.06417,0.24123,10.55,12.13,0.87,64.77,2.87
91,300,8.1153,0.19523,10.59,12.31,0.86,64.38,2.72
92,300,8.12641,0.14922,10.79,12.26,0.88,66.1,2.71
93,300,8.11536,0.19523,10.93,12.28,0.89,64.45,2.76
94,300,8.11941,0.0342,10.72,12.32,0.87,64.05,2.7
95,300,8.12641,0.1612,10.44,12.28,0.85,63.73,2.69
96,300,8.00485,0.02318,10.47,12.17,0.86,63.71,2.79
97,300,8.05126,0.1612,10.23,12.18,0.84,63.48,2.77
98,300,8.04224,0.06918,10.67,12.26,0.87,63.92,2.63
99,300,8.04887,0.04618,10.54,12.26,0.86,63.57,2.57
100,300,8.10851,0.1612,10.21,11.87,0.86,63.16,2.44
101,300,8.1062,0.11519,9.98,11.88,0.84,62.89,2.37
102,300,8.11706,0.1612,10.27,11.94,0.86,62.67,2.21
103,300,8.11512,0.1612,10.49,12.06,0.87,62.49,2.25
104,300,8.11911,0.11519,11.02,12.38,0.89,62.29,2.13
105,300,8.11947,0.1842,10.67,12.41,0.86,61.72,2.1
106,300,8.12162,0.13819,10.48,12.33,0.85,61.93,1.97
107,300,8.11509,0.11519,10.61,12.34,0.86,61.34,1.86
108,300,8.1172,0.1612,10.92,12.41,0.88,61.51,1.88
109,300,8.12365,0.06918,10.71,12.6,0.85,61.28,1.76
110,300,8.09989,0.06918,10.99,12.63,0.87,61.21,1.72
111,300,8.11714,0.13819,10.28,12.24,0.84,61.08,1.63
112,300,8.09989,0.02318,10.62,12.35,0.86,61.01,1.66
113,300,8.12368,0.1612,10.48,12.33,0.85,60.87,1.64
114,300,8.06871,0.13819,10.74,12.34,0.87,60.69,1.65
115,300,8.1086,0.06918,11.06,12.43,0.89,60.53,1.58
116,300,8.09326,0.02318,10.49,12.06,0.87,60.44,1.5
117,300,8.11726,0.1612,10.62,12.07,0.88,60.38,1.41
118,300,8.12193,0.06918,10.2,12.14,0.84,60.49,1.38
119,300,8.11069,0.1612,10.24,12.05,0.85,60.3,1.12
120,300,8.09319,0.06918,10.61,12.2,0.87,60.17,1.17
1,300,5.06786,99.29778,2.67,2.78,0.96,10.15,0.46
2,300,5.06761,86.0453,2.93,3.08,0.95,14.91,0.53
3,300,5.06825,78.64542,3.92,4,0.98,15.85,0.64
4,300,5.06125,69.57888,5.37,5.37,1,20.67,0.73
5,300,5.06875,61.76457,6.84,6.45,1.06,25.15,0.83
6,300,5.00848,53.54551,8.02,7.5,1.07,28.85,0.96
7,300,4.96851,41.21575,8.1,7.36,1.1,32.08,1.09
8,300,5.0181,31.22875,8.13,7.53,1.08,33.47,1.2
9,300,5.04706,24.35116,8.14,7.68,1.06,36.65,1.37
10,300,5.06401,19.22035,8.17,8.01,1.02,36.74,1.45
11,300,5.07277,12.00259,8.19,8.19,1,36.12,1.6
12,300,5.07797,8.40106,8.2,8.45,0.97,37.95,1.69
13,300,5.08003,5.11836,8.21,8.38,0.98,38.87,1.72
14,300,5.09767,3.79796,8.21,8.64,0.95,39.96,1.89
15,300,5.08952,2.08066,8.24,8.86,0.93,41.01,1.94
16,300,5.0616,1.72258,8.25,8.59,0.96,42.08,2.02
17,300,5.01742,1.81681,8.25,8.68,0.95,43.1,2.14
18,300,4.88824,2.19374,8.24,8.58,0.96,44.05,2.2
19,300,4.78013,1.49642,8.25,8.42,0.98,45.09,2.29
20,300,4.63787,1.06295,8.26,8.79,0.94,46.15,2.25
21,300,4.61874,1.57874,8.26,8.98,0.92,47.11,2.38
22,300,4.47266,3.32165,8.25,8.68,0.95,48.01,2.54
23,300,4.39677,2.91485,8.25,8.78,0.94,49.07,2.51
24,300,4.27381,1.78293,8.24,8.77,0.94,50.1,2.66
25,400,4.17721,1.83946,8.25,8.87,0.93,57.81,2.62
26,400,4.12789,1.68869,10.7,9.91,1.08,63.09,2.79
27,400,4.23474,1.59446,12.1,11.75,1.03,67.66,2.68
28,400,4.6873,1.46253,12.3,12.3,1,71,2.73
29,400,5.06207,1.50023,12.41,12.66,0.98,70.43,2.84
30,400,5.53059,1.40599,12.43,12.95,0.96,70.78,2.92
31,400,6.14379,1.40599,12.48,13,0.96,71.24,3.19
32,400,6.50886,1.40599,12.49,13.58,0.92,70.83,3.2
33,400,6.75263,1.25522,12.56,14.11,0.89,70.26,3.46
34,400,6.8792,1.25522,12.6,14.82,0.85,70.11,3.51
35,400,7.01047,1.16099,12.63,15.4,0.82,69.72,3.55
36,400,7.33148,1.34945,12.67,16.24,0.78,69.42,3.74
37,400,7.51447,1.3683,12.69,17.38,0.73,69.51,3.83
38,400,7.69076,1.34945,12.74,18.46,0.69,69.03,4.01
39,400,7.71273,2.25409,12.78,19.07,0.67,68.49,4.19
40,400,7.71691,5.08108,12.83,19.15,0.67,68.83,4.17
41,400,7.71686,3.76182,12.89,19.83,0.65,68.27,4.37
42,400,7.80751,0.87829,12.94,19.61,0.66,68.09,4.29
43,400,7.76748,0.89713,12.97,19.07,0.68,67.72,4.38
44,400,7.7914,0.84059,13,19.7,0.66,67.41,4.22
45,400,7.77611,0.74636,13.11,19.57,0.67,67.08,4.43
46,400,7.8771,0.85944,13.16,18.8,0.7,67.35,4.58
47,400,7.96098,0.68982,13.23,19.17,0.69,67.29,4.69
48,400,8.01632,0.8029,13.29,18.99,0.7,66.93,4.75
49,400,8.01154,0.70867,13.36,17.81,0.75,66.75,4.89
50,400,7.93703,0.65213,13.41,17.19,0.78,66.49,4.81
51,400,7.99185,0.68982,13.47,17.05,0.79,66.61,4.93
52,400,8.01422,0.68982,13.53,16.5,0.82,66.28,4.94
53,400,8.01601,0.68982,13.6,17,0.8,66.09,4.83
54,400,8.01632,0.61444,13.67,16.88,0.81,66.64,4.84
55,400,8.0138,0.50136,13.72,16.73,0.82,66.38,4.88
56,400,8.01373,0.50136,13.78,17.23,0.8,66.44,4.79
57,400,8.01169,0.59559,13.86,16.9,0.82,66.08,4.62
58,400,8.01382,0.50136,13.94,17.87,0.78,65.83,4.69
59,400,8.00751,0.50136,14.07,17.81,0.79,65.91,4.57
60,400,7.87478,5.57674,14.19,18.43,0.77,65.7,4.6
61,500,7.97697,1.50136,14.31,17.89,0.8,92.17,4.6
62,500,7.99644,0.46366,19.72,20.33,0.97,107.67,4.5
63,500,8.00736,0.48251,26.93,28.35,0.95,112.75,4.4
64,500,8.00324,0.68982,27.61,30.01,0.92,116.79,4.35
65,500,8.04233,0.46366,27.83,30.92,0.9,119.37,4.36
66,500,7.86176,0.40712,27.54,31.66,0.87,121.75,4.26
67,500,7.97895,0.38828,26.94,31.33,0.86,122.34,4.28
68,500,7.87824,0.31289,27.1,32.65,0.83,121.96,4.19
69,500,7.80359,0.40712,26.71,33.39,0.8,121.68,4.1
70,500,7.77926,0.42597,26.63,34.58,0.77,122.01,4.09
71,500,7.84726,0.42597,26.23,34.97,0.75,121.77,3.74
72,500,7.85173,0.42597,25.99,34.2,0.76,121.36,3.75
73,500,7.80129,0.46366,25.86,33.58,0.77,120.96,3.67
74,500,7.79914,0.38828,26.03,32.54,0.8,121.31,3.69
75,500,7.84515,0.40712,25.15,32.66,0.77,120.84,3.57
76,500,7.89777,0.40712,24.89,31.91,0.78,120.69,3.6
77,500,7.93518,0.42597,24.61,32.38,0.76,120.48,3.57
78,500,7.99215,0.42597,24.97,31.61,0.79,120.69,3.47
79,500,8.01624,0.42597,24.73,32.54,0.76,120.33,3.42
80,500,8.01379,0.38828,24.65,32.87,0.75,120.19,3.32
81,500,8.01362,0.36943,24.03,32.92,0.73,119.59,3.3
82,500,8.01405,0.40712,24.3,31.56,0.77,119.89,3.27
83,500,8.01584,0.46366,24.43,32.14,0.76,119.31,3.16
84,500,8.0114,0.46366,24.38,30.48,0.8,118.72,3.17
